Id,Ideology,Income,Interested,Looking,Name,Occupation,Party,Relationship,Religion,Birthday,Education,Ethnicity,Gender
jvanbr0950,?,?,?,?,?,?,?,?,?,?,?,?,?
DolphinArtist67,?,?,?,?,?,?,?,?,?,?,?,?,?
magi800,Socialist,Other,in Women,Dating,Fenn Private,Other,Socialist Party,Single,Atheist,?,?,?,?
jjlauty,?,?,?,?,?,?,?,?,?,?,?,?,?
k.justin2,?,?,?,?,?,?,?,?,?,?,?,?,?
will_owen,?,?,?,?,?,?,?,?,?,?,?,?,?
Reniel24,?,?,?,?,?,?,?,?,?,?,?,?,?
Foodiesoul,?,?,?,?,?,?,?,?,?,?,?,?,?
MericaMericaMerica,?,?,?,?,?,?,?,?,?,?,?,?,?
arbaaz,?,?,?,?,?,?,?,?,?,?,?,?,?
LilyAnnePotter,Green,?,in Men,"Friendship, Networking",?,Student,Green Party,In a Relationship,Atheist,?,High School,?,Female
kylemoto,?,?,?,?, Private,?,?,?,?,?,?,?,?
Domik,Socialist,?,in Men and Women,Friendship,?,Student,?,?,Muslim,?,?,?,?
jacobstokes,Libertarian,"$50,000 to $75,000",?,?,?,Legal,Libertarian Party,?,Christian - Catholic,?,?,White,?
SamanthJane_JusticeGirl,?,?,?,?,?,?,?,?,?,?,?,?,?
hcd1997,?,"Less than $25,000",in Men,"Friendship, Dating, A Relationship, Networking",?,Other,Democratic Party,Single,Other,?,?,White,?
ThePS101,?,?,?,?,?,?,?,?,?,?,?,?,?
khyltoft,?,?,?,?,?,?,?,?,?,?,?,?,?
CIVDC,?,?,?,?,?,?,?,?,?,?,?,?,?
ezhang777,?,?,?,?,?,?,?,?,?,?,?,?,?
evangambit,?,"Less than $25,000",?,?,?,Student,?,?,Atheist,?,Some College,White,?
emeraldcross0012,Conservative,?,in Women,Friendship,?,Student,Undecided,Single,Christian - Protestant,?,?,White,?
Burncastle,Liberal,?,in Women,?,?,Student,?,Single,Atheist,?,Some College,White,Male
AA-Ron,?,?,?,?,?,?,?,?,?,?,?,?,?
NextGenThinker,?,?,?,?,?,?,?,?,?,?,?,?,?
xicanaspice,Undecided,?,in Men,?,?,?,Undecided,Single,Atheist,?,?,Latino,Female
wobrien28,?,?,?,?,?,?,?,?,?,?,?,?,?
be9k,?,?,?,?,?,?,?,?,?,?,?,?,Male
somethingorother,?,?,?,?,?,?,?,?,?,?,?,?,Male
coaster,?,?,?,?,?,?,?,?,?,?,?,?,?
enpiacentini,?,?,?,?,?,?,?,?,?,?,?,?,?
Ethankershner,Libertarian,?,in Women,?,?,Student,?,?,Atheist,?,?,White,Male
Sarah.Hanlon,?,?,?,?,?,?,?,?,?,?,?,?,?
XxCaRtOoNzZ,?,?,?,?,?,?,?,?,?,?,?,?,?
r.ano,?,?,?,?,?,?,?,?,?,?,?,?,?
LittleDebater46,?,?,?,?,?,?,?,?,?,?,?,?,?
scoxocs,?,?,?,?,?,?,?,?,?,?,?,?,Male
adk,?,?,?,?,?,?,?,?,?,?,?,?,?
laustin,?,?,?,?,?,?,?,?,?,?,?,?,?
ConnerBrown,Moderate,Other,in Women,Friendship,?,Student,Independent,Single,Deism,?,High School,White,?
JennaIsaLime,?,?,?,?,?,?,?,?,?,?,?,?,Female
Overkill,?,?,?,?,?,?,?,?,?,?,?,?,?
Ironicguy,Progressive,"$100,000 to $150,000",in Women,"Friendship, Networking",?,Legal,Independent,Married,Atheist,?,Graduate Degree,Black,?
stewiepearce,?,?,?,?,?,?,?,?,?,?,?,?,?
Gamapo,?,?,?,Networking,?,Student,?,Single,Christian - Presbytarian,?,High School,White,?
wishmania,?,?,?,?,?,?,?,?,Muslim - Sunni,?,?,Asian,?
NafisaMusic,?,?,?,?,Nafisa Antara,Student,?,?,?,?,?,Asian,Female
tucky,?,?,?,?,?,?,?,?,?,?,?,?,?
Kathleenann,?,?,?,?,?,?,?,?,?,?,?,?,?
fishfish77,?,?,in Women,Friendship,?,?,?,Single,Other,?,?,White,?
stuffz,?,?,?,?,?,?,?,?,?,?,?,?,?
Seventy6,?,?,?,?,?,?,?,?,?,?,?,?,?
Debater4Ever,?,?,?,?,?,?,?,?,?,?,?,?,?
wk143sk,Libertarian,?,in Men,?,?,Other,Libertarian Party,Married,Christian,?,Associates Degree,White,Female
MegaDan,Labor,?,in Women,?,?,?,Other,Engaged,?,?,?,?,Male
TheSatiricalAnarchist,?,?,?,?,?,?,?,?,?,?,?,?,?
cruzilenis,?,?,?,?,?,?,?,?,?,?,?,?,?
Freddie1200,?,?,?,?,?,?,?,?,?,?,?,?,Male
pat12345,?,?,?,?,?,?,?,?,?,?,?,?,?
ldotess,?,?,?,?,?,?,?,?,?,?,?,?,?
ParkeProTennis,Anarchist,?,in Women,?,?,?,?,?,Atheist,?,?,White,Male
leecrowell.56,?,?,?,?,?,?,?,?,?,?,?,?,Female
DespairBud,Liberal,?,?,?,?,?,Democratic Party,?,?,?,?,?,?
kimlagringaxo,?,?,?,?,?,?,?,?,?,?,?,?,Female
President_Vern,Conservative,"Less than $25,000",?,?,?,Other,Libertarian Party,?,Christian - Catholic,?,?,White,?
austingreco,Liberal,?,in Women,"Friendship, Dating, A Relationship, Networking",Private ,Student,Democratic Party,Single,Christian - Catholic,?,?,White,?
lynn718,?,?,?,?,?,Student,?,?,Christian - Protestant,?,?,White,?
Maverick32,?,?,?,?,?,?,?,?,?,?,?,?,?
dandwhit,?,?,in Women,Friendship,?,Teacher,?,In a Relationship,Atheist,?,?,White,Male
margo5000,?,?,?,?,?,?,?,?,?,?,?,?,?
gavinism,Anarchist,"More than $150,000",in Women,Networking,?,Self-Employed,Other,Single,Atheist,?,?,White,?
newnation,?,?,?,?,?,?,?,?,?,?,?,?,?
Jeffreybray,?,?,?,?,?,?,?,?,?,?,?,?,?
LRC,Labor,?,?,?,?,?,?,?,Pastafarian,?,?,?,Male
greatstuff479,Socialist,"$50,000 to $75,000",in Women,Friendship,?,Teacher,Socialist Party,Single,Atheist,?,Post Doctoral,White,Male
scaliacat,?,?,?,?,?,?,?,?,?,?,?,?,?
salvagedrover,Other,?,in Women,Networking, Private,?,Undecided,In a Relationship,?,?,?,?,?
sjrrj,Liberal,?,?,?,?,Medical,Democratic Party,?,Atheist,?,?,White,?
pastorrexiteke.com,?,?,?,?,?,Executive,?,Married,Christian,?,?,Black,?
Jeffersonian1,?,?,?,?,?,?,?,?,?,?,?,?,?
Loathomar,?,?,?,?,?,?,?,?,?,?,?,?,?
noaml123,?,?,?,?,?,?,?,?,?,?,?,?,?
MickProPer,?,?,?,?,?,?,?,?,?,?,?,?,Male
steven2121st,?,?,?,?,?,?,?,?,?,?,?,?,?
bluebrit,?,?,?,?, Private,Government,Republican Party,Married,Christian - Catholic,?,?,White,Male
hemanthbachina,?,?,?,?,?,?,?,?,?,?,?,?,Male
Patricia.Green,?,?,?,?,?,Self-Employed,?,?,?,?,Some College,?,Female
djso89,?,?,?,?,?,?,?,?,?,?,?,?,?
Kwilliams485,?,?,?,?,?,?,?,?,?,?,?,?,?
Julissa_Sanchez,?,?,?,?,?,?,?,?,?,?,?,?,?
YoungLeader4216,Conservative,Other,?,?,?,Student,?,It's Complicated,Agnostic,?,Other,White,?
triggerhappy923,?,?,?,?,?,?,?,?,?,?,?,?,?
Garc0127,?,?,?,?,?,?,?,?,?,?,?,?,?
MagicalRainbowPony,?,?,?,?,?,?,?,?,?,?,?,?,?
06simmons,?,?,?,?,?,?,?,?,?,?,?,?,Male
dagwood525,?,?,?,?,?,?,?,?,?,?,?,?,?
jonmaw,?,?,?,?,?,?,?,?,?,?,?,?,Male
Hersheyflemming,?,?,?,?,?,?,?,?,?,?,?,?,?
tinkercharms,Other,?,in Men and Women,"Friendship, Networking",?,Student,Other,It's Complicated,Spiritism,?,High School,Native American,?
woodsman,?,?,?,?,?,?,?,?,?,?,?,?,?
Mj776,?,?,?,?,?,?,?,?,?,?,?,?,?
mavixx,?,?,in Men,Friendship,?,Student,?,Single,Christian - Baptist,?,?,?,Female
steven57,?,?,?,?,?,?,?,?,?,?,?,?,?
Vladimir_Lenin,?,?,?,?,?,?,?,?,?,?,?,?,?
the_banjo_sender,?,?,?,?,?,?,?,?,Christian,?,High School,?,Male
Queen_Nanallama,?,?,?,?,?,?,?,?,?,?,?,?,?
Formerland1,Other,?,in Women,A Relationship,?,?,Other,Single,Atheist,?,High School,White,Male
ethanlegrand33,?,?,?,?,?,?,?,?,?,?,?,?,?
Didd23,?,?,in Men,"Friendship, Dating",?,?,?,Single,?,?,Some College,?,?
sihoosecond,?,?,?,?,?,?,?,?,?,?,?,?,?
graciaswayan,?,?,?,?,?,Student,?,?,?,?,?,Asian,Female
randomguy1191,?,?,?,?,?,?,?,?,?,?,?,?,?
lyghtsalt,?,?,?,?,?,?,?,?,?,?,?,?,?
zachj10,?,?,?,?,?,?,?,?,?,?,?,?,?
burdy,?,?,?,?,?,?,?,?,?,?,?,?,Female
willben,?,?,?,?,?,?,?,?,?,?,?,?,?
ajayshankar,?,?,?,?,?,?,?,?,?,?,?,?,?
Milton,Progressive,?,in Women,"Friendship, Networking",?,Student,Undecided,Single,Atheist,?,High School,Latino,?
po.osullivan,?,?,?,?,?,?,?,?,?,?,?,?,Male
REDtrojan,Other,?,?,?,?,?,Independent,?,Christian,?,?,?,?
boltfox20,Other,?,in Women,?,?,Other,Other,Single,Atheist,?,High School,White,?
TaurusTheGod,?,?,?,?,?,?,?,?,?,?,?,?,?
chandana98,?,?,?,?,?,?,?,?,?,?,?,?,Female
Albe,?,?,?,?,?,?,?,?,?,?,?,?,Male
Anonymous12393,?,?,?,?,?,?,?,?,?,?,?,?,?
THE_DEBATE_LORD,?,?,?,?,?,Other,?,?,Christian - Lutheran,?,?,White,?
Molon_Labe,Libertarian,Other,in Women,?,?,Other,Libertarian Party,Single,Christian - Church of Christ,?,High School,White,Male
JacobHammCSA,?,?,?,?,?,?,?,?,?,?,?,?,?
Perfectly_Imperfect3612,?,?,?,?,?,?,?,?,?,?,?,?,?
willy408,?,?,?,?,?,?,?,?,?,?,?,?,?
supershamu,Undecided,"Less than $25,000",in Women,Friendship,?,Retail,Undecided,Engaged,Christian,?,?,White,?
RusticWisconsin,Moderate,?,?,?,?,Government,Republican Party,?,Christian - Catholic,?,Bachelors Degree,White,?
LieutenantCrunch,Libertarian,"Less than $25,000",in Women,?,?,?,Independent American Party,?,Deism,?,Some College,White,Male
xxpauliegunzxx,Libertarian,?,in Women,Friendship,?,?,Republican Party,?,Christian,?,Graduate Degree,White,Male
lexigomez,?,?,?,?,?,?,?,?,?,?,?,?,?
ambersharie,?,?,?,?,?,?,?,?,?,?,?,?,?
Akash15,?,?,in Women,"Friendship, Dating, A Relationship, Networking",?,Student,?,Single,Hindu,?,Some College,Asian,Male
Appan,?,?,?,?,?,?,?,?,?,?,?,?,Female
jmfeelgood,?,?,?,?,?,?,?,?,?,?,?,?,Male
tweet,?,?,?,?,?,?,?,?,?,?,?,?,?
daley,?,?,in Women,Dating,?,?,?,Single,Christian,?,?,Black,Male
WolfOfRome,?,?,?,?,?,?,?,?,?,?,?,?,?
Carl_jones,?,?,?,?,?,?,?,?,?,?,?,?,?
Sayrinn,?,?,in Men,Friendship,?,?,?,Single,Christian,?,?,White,?
lolliepop,?,?,?,?,?,?,?,?,?,?,?,?,?
Lizziep,?,?,?,?,?,?,?,?,?,?,?,?,?
maleusdei,Conservative,?,?,?,?,?,?,?,Christian,?,?,?,Male
AllanFrankland,Conservative,"$25,000 to $35,000",?,?,?,Military,?,?,Atheist,?,Some College,White,Male
DebatorWafflez,Other,?,in Women,Friendship,?,?,Undecided,?,?,?,?,White,Male
Caleb.steel,?,?,?,?,?,?,?,?,?,?,?,?,?
AKamp,?,?,?,?,?,?,?,?,?,?,?,?,Female
HeirToRome,Libertarian,?,?,?,?,?,?,?,?,?,?,?,?
xxxantichristxxx,Socialist,?,in Women,A Relationship,?,?,American Nazi Party,In an Open Relationship,Zoroastrianism,?,?,Other,?
miketheman1200,Libertarian,Other,in Women,"Friendship, Dating",?,Other,Libertarian Party,In a Relationship,Agnostic,?,Some College,White,Male
FreedomBeforeEquality,?,?,?,?,?,?,?,?,?,?,?,?,?
elizabeth.tibbe,?,?,?,?,Elizabeth Private,?,?,?,?,?,?,?,Female
MilanovicB,?,"$25,000 to $35,000",?,?,?,Self-Employed,?,?,Christian - Greek Orthodox,?,?,White,?
QuestionGovernment,?,?,?,?,?,?,?,?,?,?,?,?,?
neonfox,?,?,?,?,?,?,?,?,?,?,?,?,?
LoulouDenton,?,?,?,?,?,?,?,?,?,?,?,?,?
isaacjo,?,?,?,?,?,?,?,?,?,?,?,?,Male
nick.krusemark,?,?,?,?,?,?,?,?,?,?,?,?,?
AfroUnity,?,?,?,?,?,?,?,?,?,?,?,?,Female
Archangel9999,?,?,?,?,?,?,?,?,?,?,?,?,?
jftuga,?,?,?,?,?,?,?,?,?,?,?,?,?
jeromeeom,?,?,?,?,?,?,?,?,?,?,?,?,?
Heraclitus,Libertarian,?,in Women,?,?,Student,Other,Single,Agnostic,?,?,White,Male
plaidshirt,?,?,?,?,?,?,?,?,?,?,?,?,?
mave_wila06,?,?,?,?,?,?,?,?,?,?,?,?,?
sharkcrazy,?,?,?,?,?,?,?,?,?,?,?,?,?
KaileyFox,?,?,in Men,?,?,?,?,?,Christian,?,Associates Degree,White,Female
william_c_kirby,?,?,?,?,?,?,?,?,Christian - Baptist,?,?,White,?
skywalker77,?,?,?,?,?,?,?,?,?,?,?,?,?
RM21,?,?,?,?,?,?,?,?,?,?,?,?,?
kendallk,?,?,?,?,?,?,?,?,?,?,?,?,?
BeyondTheBox,Moderate,Other,in Women,?,?,Student,?,Single,Atheist,?,?,White,?
PflukCA,?,?,?,?,?,?,?,?,?,?,?,?,?
Ymdyjuyjjytjyeyjuydj,?,?,?,?,?,?,?,?,?,?,?,?,?
leo254,?,?,?,?,?,?,?,?,?,?,?,?,?
caleb1068,?,?,?,?,?,?,?,?,?,?,?,?,?
jwilliam,?,?,?,?,?,?,?,?,?,?,?,?,?
colonelcrispy,?,?,?,?,?,?,?,?,?,?,?,?,?
Fancy_Dolly,?,?,?,?,?,?,?,?,?,?,?,?,?
titicoco,Socialist,?,?,?,?,?,?,?,Atheist,?,?,White,?
NDV135,?,?,?,?,?,Student,?,?,Atheist,?,?,White,?
Fireheart056,?,?,?,?,?,?,?,?,?,?,?,?,?
Katiebain,?,?,?,?,?,?,?,?,?,?,?,?,Female
American59,?,?,?,?,?,?,?,?,?,?,?,?,?
TheLazyMonster,?,?,?,?,?,?,?,?,?,?,?,?,?
thechairman89,?,?,?,?,?,?,?,?,?,?,?,?,Male
teresaflower,?,?,?,?,?,?,?,?,?,?,?,?,?
2cents4change,Other,?,in Women,"Friendship, Dating, A Relationship, Networking",?,?,Undecided,Single,?,?,?,?,?
Ozzyhead,Liberal,"Less than $25,000",in Women,"Friendship, Networking",?,Student,Party for Socialism and Liberation,In a Relationship,Atheist,?,Some College,White,Male
williamfoote,?,?,in Women,?,?,?,?,Single,?,?,?,Asian,Male
Appel-Yoon,?,?,?,?,?,?,?,?,?,?,?,?,?
Tara.Graff,?,?,?,?,?,?,?,?,?,?,?,?,?
maineguy4224,?,?,?,?,?,?,?,?,?,?,?,?,?
DemocraticRepublic,Socialist,?,?,?,?,Student,Socialist Party,?,Other,?,High School,White,Male
Gr8ness,?,?,?,?,?,?,?,?,?,?,?,?,?
Colton4,Undecided,?,in Women,"Friendship, Networking",?,?,Independent,In a Relationship,?,?,High School,White,?
Limp-shrimp,?,?,?,?,?,?,?,?,?,?,?,?,?
brendan4352,?,?,?,?,?,?,?,?,?,?,?,?,?
Everyman,?,?,?,?,?,?,?,?,?,?,?,?,?
Cade_Griffin,Other,?,in Men,"Friendship, Networking",?,Student,Constitution Party,In a Relationship,Christian,?,Some College,Other,Female
YourMomoness,Conservative,?,?,?,?,Other,?,?,Christian,?,?,?,Female
tejretics,?,Other,?,?,?,Student,Independent,?,Atheist,?,High School,?,Male
DeepInThought,Undecided,?,in Women,?,?,Student,Independent,Single,?,?,?,White,?
Segosity,?,?,?,?,?,?,?,?,?,?,?,?,?
liveinpeace,?,?,?,?,?,?,?,?,?,?,?,?,?
larryb2967,?,?,?,?,?,?,?,?,?,?,?,?,?
PsychedelicBadBoy,?,?,?,Friendship,?,?,?,?,?,?,?,?,?
sstone12,?,?,?,?,?,?,?,?,?,?,?,?,?
numanismus,?,?,?,?,?,?,?,?,?,?,?,?,?
Arghness,Liberal,"Less than $25,000",in Women,?,?,Other,Other,Single,Christian - Methodist,?,Some College,White,?
rexroth0328,?,?,?,?,?,?,?,?,?,?,?,?,?
FangirlLyfe,?,Other,?,Friendship,?,Student,?,Single,Atheist,?,?,Other,?
BaruchSpinoza,Liberal,?,?,?,?,?,?,?,?,?,?,?,Male
bestarguements,?,?,?,?,?,?,?,?,?,?,?,?,?
Bodhivaka,Libertarian,?,?,?,Lowell Private,?,Libertarian Party,?,Atheist,?,?,White,?
eLkathebaloon,?,?,in Women,?,?,?,?,?,?,?,?,?,Male
DRanulf,Moderate,"$35,000 to $50,000",?,?,?,Military,Democratic Party,?,Christian - Catholic,?,?,White,Male
TheRed,?,?,?,?,?,?,?,?,?,?,?,?,Male
xander.debruijckere,?,?,?,?,?,?,?,?,?,?,?,?,?
jeddddeaeqwesadqwe,?,?,?,?,?,?,?,?,?,?,?,?,?
fit02z,?,?,?,?,?,?,?,?,?,?,?,?,?
Jacob60rt,Anarchist,?,in Men and Women,"Friendship, A Relationship",?,Student,?,Single,?,?,High School,?,?
TaranAlexander,?,?,?,?,?,?,?,?,?,?,?,?,Male
Austnat,?,?,?,?,?,?,?,?,?,?,?,?,?
Gluehbirne,?,?,?,?,?,?,?,?,?,?,?,?,Female
Americafirstnow,?,?,?,?,?,?,?,?,?,?,?,?,?
bigcountry54,Conservative,?,?,?,?,Teacher,?,Married,Christian,?,Bachelors Degree,Other,Male
Protogram,?,?,?,?,?,?,?,?,?,?,?,?,?
rickyjames,?,?,?,?,?,?,?,?,?,?,?,?,?
choupidar,?,?,?,?,?,?,?,?,?,?,?,?,?
Pro-lifeConservative,Conservative,?,in Men and Women,Friendship,?,Student,Republican Party,?,Christian - Protestant,?,?,White,Male
mayahcw,?,?,?,?,?,?,?,?,Christian,?,?,?,?
Dandomino,?,?,?,?,?,?,?,?,?,?,?,?,?
LaserHamster909,?,?,?,?,?,?,?,?,?,?,?,?,?
JansenPaulReighard,?,?,?,?,?,?,?,?,?,?,?,?,?
Noswad63,Communist,?,?,Networking, Private,Student,Other,?,?,?,High School,White,Male
KingEnder101,Moderate,?,in Women,?,?,?,Republican Party,Single,Atheist,?,High School,White,Male
nostro200,?,?,?,?,?,?,?,?,?,?,?,?,?
Liberalmoderate14,Liberal,?,in Women,?,?,?,Democratic Party,?,Christian,?,High School,?,?
phoeb598,?,?,?,?,?,?,?,?,?,?,?,?,?
YellowPineapple,?,?,?,?,?,?,?,?,?,?,?,?,?
Alyssajayde,?,?,in Men,A Relationship, ,?,?,Single,?,?,?,?,Female
Zhege,?,?,?,?,?,?,?,?,?,?,?,?,?
NaturalBornEverything,?,?,?,?,?,?,?,?,?,?,?,?,?
Matt128586,?,?,?,?,?,?,?,?,?,?,?,?,?
hakkarin,?,"$25,000 to $35,000",?,?,?,Retail,?,?,Secular,?,High School,White,?
Jerthade,?,?,?,?,?,?,?,?,?,?,?,?,Male
Longline,?,?,?,?,?,?,?,?,?,?,?,?,Male
MayorCheeseburger,Moderate,?,?,?,?,Student,Undecided,?,Agnostic,?,?,?,?
Logical-Master,Conservative,?,in Women,Friendship,?,?,Independent,In a Relationship,Christian,?,Graduate Degree,Black,Male
Jesusofsuburbia,?,?,?,?,?,?,?,?,?,?,?,?,?
3raser,?,?,?,?,?,?,?,?,?,?,?,?,Female
rationalthoughts,?,?,?,?,?,?,?,?,?,?,?,?,?
deeznutz,Liberal,?,in Men,?,?,Student,Democratic Party,Single,Agnostic,?,?,Black,Male
JoMamasWalker,?,?,?,?,?,?,?,?,?,?,?,?,?
positivitypatrol,?,?,?,?,?,?,?,?,?,?,?,?,?
Nawl,?,?,?,?,?,?,?,?,?,?,?,?,?
1Percenter,Other,"$50,000 to $75,000",?,?,?,Transportation,Republican Party,?,Christian,?,Bachelors Degree,White,Male
Porcupine96,?,?,?,?,?,?,?,?,?,?,?,?,?
Claryyxo,?,?,?,?,?,?,?,?,?,?,?,?,Female
JamesR15,?,?,?,?,?,?,?,?,?,?,?,?,?
Kidd,?,?,in Women,Friendship,?,Artist,Democratic Party,In a Relationship,Christian,?,High School,Latino,?
Sydneyb_thats_me,?,?,?,?,?,?,?,?,?,?,?,?,?
gennyg,?,?,?,?,?,?,?,?,?,?,?,?,?
Flipper72725,Liberal,?,in Women,"Friendship, A Relationship",?,Student,Democratic Party,Single,Buddhist,?,Some College,White,?
antonkr,?,?,?,?,?,?,?,?,?,?,?,?,?
heist,?,?,?,?,?,?,?,?,?,?,?,?,?
caga_tio,?,?,?,?,?,?,?,?,?,?,?,?,?
idoubtit,Libertarian,?,?,?,?,?,?,?,Agnostic,?,?,?,?
KevQuixote,?,?,?,?,?,?,?,?,?,?,?,?,?
treyparis,?,?,?,?,?,?,?,?,?,?,?,?,?
Dariusgr8,?,?,?,?,?,?,?,?,?,?,?,?,?
Duncan,Moderate,Other,?,?, ,Student,Other,?,Atheist,1996,?,White,?
rightwingisright,?,?,?,?,?,?,?,?,?,?,?,?,?
Parksterthejenkins,Libertarian,"Less than $25,000",in Women,"Friendship, Networking",?,Student,Libertarian Party,In a Relationship,Agnostic,?,High School,White,Male
21MolonLabe,Libertarian,"Less than $25,000",in Women,Friendship,?,Other,Libertarian Party,Single,Christian,?,Some College,White,Male
Max.Wallace,Other,?,?,?,?,Artist,Other,Married,Deism,?,Post Doctoral,?,?
xqzhao,?,?,?,?,?,?,?,?,?,?,?,?,?
GWL-CPA,?,?,?,?,?,?,?,?,?,?,?,?,?
InFamous,Conservative,?,?,?,?,?,Independent,?,Christian - Lutheran,?,?,White,?
loganlerman101,?,?,?,?,?,?,?,?,?,?,?,?,?
S_Stern,?,?,?,?,?,?,?,?,?,?,?,?,?
OzzyManArmy,?,?,?,?,?,?,?,?,?,?,?,?,?
peanutbuttercup,?,?,?,?,?,?,?,?,?,?,?,?,Female
Hypothoclese,Liberal,"$25,000 to $35,000",in Men and Women,"Friendship, Networking",?,Artist,Democratic Party,Married,Other,?,?,?,?
Osiris_Rosenthorne,Other,?,?,?,?,Student,Socialist Party,?,Buddhist,?,?,Other,Male
nksinghal,?,?,?,?,?,?,?,?,?,?,?,?,?
Urban89,?,?,?,?,?,?,?,?,?,?,?,?,?
catsigliere,Undecided,?,?,Friendship,?,?,American Independent Party,?,Agnostic,?,?,?,Androgyne
NeoVoltaire,Libertarian,?,?,"Friendship, Networking",?,Sales,Libertarian Party,Married,Christian,?,Some College,White,Male
Terry_Netherton,?,?,?,?,?,?,?,?,?,?,?,?,?
Bernie16love,Socialist,?,?,?,?,?,Socialist Alternative Party,?,Atheist,?,?,?,?
Sarahisawesome19,?,?,?,?,?,?,?,?,?,?,?,?,?
21hillst5517,?,?,?,?,?,?,?,?,?,?,?,?,?
CrassBrauer,?,?,?,?,?,?,?,?,?,?,?,?,?
cuious4moreknowledge,?,?,?,?,?,?,?,?,?,?,?,?,?
fearthetree,?,?,?,?,?,?,?,?,?,?,?,?,?
Isaac_Riddle,?,?,?,?,?,?,?,?,?,?,?,?,?
BearGrillz,?,?,?,?,?,?,?,?,?,?,?,?,?
hect,?,?,?,?,?,?,?,?,?,?,?,?,?
liberalassclown,?,?,?,?,?,?,?,?,?,?,?,?,?
USvet,?,?,?,?,?,?,?,?,?,?,?,?,?
Immun28,?,?,?,?,?,?,?,?,?,?,?,?,?
Chubby_Unicorn,?,?,?,?,?,?,?,?,?,?,?,?,?
callmenerdy,?,?,?,?,?,?,?,?,?,?,?,?,?
Sojourner,Conservative,?,in Women,Friendship,?,?,Republican Party,Married,Christian - Catholic,?,Some College,White,Male
dylanischillin,?,?,?,?,?,?,?,?,?,?,?,?,Male
matton5,Socialist,?,in Men and Women,?,?,Student,?,Single,Atheist,?,High School,White,?
AssassinBug,?,?,?,?,?,?,?,?,?,?,?,?,?
charleecockrell,Conservative,?,?,?,?,Student,?,?,Christian - Catholic,?,?,White,Female
SamPrice23,Conservative,Other,in Women,Networking,?,Student,Independent,In a Relationship,Christian,?,Other,White,?
Bobbingalong,?,?,?,?,?,?,?,?,?,?,?,?,?
skyrus626,?,?,?,?,?,?,?,?,?,?,?,?,?
Templareaid,Communist,"Less than $25,000",in Women,?,?,Student,Labor Party,Single,Atheist,1995,High School,White,Male
Pike123,?,?,?,?,?,?,?,?,?,?,?,?,?
Sasha_l,?,?,?,?,?,?,?,?,?,?,?,?,?
Ghost21,?,?,?,?,?,?,?,?,?,?,?,?,?
AnimeTotoro,?,?,?,?,?,?,?,?,?,?,?,?,?
joekiski21,?,?,?,?,?,?,?,?,?,?,?,?,Male
karenM,?,?,?,?,?,?,?,?,?,?,?,?,?
Shadow211212,?,?,?,?,?,Artist,?,?,Atheist,?,High School,White,?
DemetriPoroshenko,?,?,?,?,?,?,?,?,?,?,?,?,?
VanillaIce,?,?,?,?,?,?,?,?,?,?,?,?,?
pH-7,Communist,"$35,000 to $50,000",in Women,?,?,Technical,Other,Engaged,?,?,Bachelors Degree,White,?
MohamedAdams,?,?,?,?,?,?,?,?,?,?,?,?,?
aggressiveTurtle,?,?,?,?,?,?,?,?,?,?,?,?,?
mdidio,?,?,?,?,?,?,?,?,?,?,?,?,Male
1.23E+17,?,?,?,?,?,?,?,?,?,?,?,?,?
Oromagi,?,?,?,?,?,?,?,?,?,?,?,?,?
Wolfeye,Liberal,?,?,?,?,Student,Democratic Party,In a Relationship,Atheist,?,?,White,?
codyclark84,Other,"$25,000 to $35,000",in Women,"Friendship, Dating, A Relationship, Networking",?,Technical,Constitution Party,Single,Other,?,?,White,Male
mani_97,?,?,?,?,?,Student,?,?,Muslim,?,High School,?,?
countess,?,?,?,?,?,?,?,?,?,?,?,?,?
davidcook,?,?,?,?,?,?,?,?,?,?,?,?,?
armydaughter7us,?,?,in Men,?,?,?,?,In a Relationship,?,?,?,?,?
abc12,?,?,?,?,?,?,?,?,?,?,?,?,?
Juliegirl,Conservative,Other,in Men,Friendship, Private,Student,Republican Party,Single,Christian - Catholic,?,High School,White,Female
Ore_Ele,Other,"$35,000 to $50,000",?,Networking,?,Financial Services,Other,Married,Christian,?,Associates Degree,White,Female
PDoyle,?,?,?,?,?,?,?,?,?,?,?,?,?
KmMnMN,?,?,?,?,?,?,?,?,?,?,?,?,Female
BasicallyAlive,Moderate,?,?,?,?,?,Independent,?,?,?,?,?,?
IceT,?,?,?,?,?,?,?,?,?,?,?,?,?
Martin78,?,?,?,?,?,?,?,?,?,?,?,?,?
CobaltTiger,?,?,?,?,?,?,?,?,?,?,?,?,?
ashermacleod,?,?,?,?,?,?,?,?,?,?,?,?,Male
RNMommy,?,?,?,?,?,?,?,?,?,?,?,?,?
TyFace,?,?,?,?,?,?,?,?,?,?,?,?,Female
Khaos_Mage,?,?,?,?,?,?,?,?,?,?,?,?,?
bradley.kemmerer,?,?,?,?,?,?,?,?,?,?,?,?,?
Amiiville,?,"Less than $25,000",in Men,?,?,Other,?,Single,Christian,?,High School,White,Female
Iredia,Moderate,"Less than $25,000",in Men and Women,Networking,?,Student,?,Single,Deism,?,High School,Black,Male
MarxistHypocrisy101,?,?,?,?,?,?,?,?,?,?,?,?,?
Sdio,Undecided,?,in Women,"Friendship, Networking",?,Civil Service,Undecided,Single,Secular,?,?,Latino,?
thefeminist,?,?,?,?,?,?,?,?,?,?,?,?,?
